,Ammonizione,Assist,Assist da fermo,Autorete,Espulsione,Fantapunti,Goal,Goal subito,Malus,Modulo,Modulo applicato,Punti,Rigore parato,Rigore sbagliato,Rigore segnato,Risultato,Squadra
52,1,2,0,1,0,75.0,2,2,0,3421,3421,72.5,0,0,0,Vittoria,Pro Sud Gradinata
53,0,2,0,0,0,67.0,0,3,0,4411,4411,68.0,0,0,0,Sconfitta,Hyrule's Chickens
54,1,1,0,0,0,73.5,1,2,0,3421,3421,72.0,0,0,0,Pareggio,Bluefin FC
55,1,1,0,0,0,70.5,1,1,0,433,433,68.0,0,0,0,Pareggio,Civitanova Squidfishers
56,4,0,0,0,0,73.0,3,2,0,343,343,68.0,0,0,0,Vittoria,The Okan
57,2,0,0,0,0,67.5,1,0,1,4411,4411,66.0,0,0,0,Sconfitta,Tutankhamon Rotoloni Cigni
58,0,0,1,0,0,78.0,1,1,0,4312,4312,69.0,0,0,2,Pareggio,S S Condom
59,1,0,0,0,0,81.0,4,1,0,343,343,70.5,0,0,0,Pareggio,Club Atletico De San Martin De Tucuman
60,3,2,1,0,0,76.5,1,0,1,4312,4312,69.5,0,0,1,Pareggio,Tutankhamon Rotoloni Cigni
61,3,2,0,0,0,76.5,2,0,0,4411,4411,70.0,0,0,0,Pareggio,Overflow FC
62,1,0,0,0,0,80.5,1,0,0,343,343,72.0,0,0,2,Vittoria,Club Atletico De San Martin De Tucuman
63,0,0,0,0,0,70.5,0,2,0,4411,4411,69.5,0,0,1,Sconfitta,Bluefin FC
64,1,0,1,0,0,73.0,2,1,0,4321,4321,67.5,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
65,0,0,0,0,0,79.0,2,0,1,4222,4222,70.5,0,0,1,Vittoria,S S Condom
66,4,1,1,0,0,71.5,1,0,0,442,442,68.5,0,0,0,Pareggio,Civitanova Squidfishers
67,0,1,1,0,0,71.5,1,0,0,4312,4312,66.5,0,0,0,Pareggio,Hyrule's Chickens
68,0,1,0,0,0,70.0,0,1,1,4222,4222,67.5,1,0,0,Sconfitta,The Okan
69,0,0,0,0,0,90.0,5,0,0,4312,4312,75.0,0,0,0,Vittoria,Pro Sud Gradinata
70,1,1,0,0,0,75.0,3,2,0,352,352,67.5,0,0,0,Vittoria,Overflow FC
71,3,3,0,0,0,68.5,1,4,0,4222,4222,68.0,0,0,0,Sconfitta,The Okan
72,2,1,0,0,0,67.5,1,1,0,343,343,65.5,0,0,0,Sconfitta,Hyrule's Chickens
73,3,2,0,0,0,82.0,3,0,0,352,352,69.5,0,0,1,Vittoria,Club Atletico De San Martin De Tucuman
74,1,0,0,0,0,80.5,4,1,0,4231,4231,70.0,0,0,0,Vittoria,Bluefin FC
75,2,0,0,0,0,71.5,2,3,0,4312,4312,69.5,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
76,0,1,0,0,0,71.0,0,0,0,4222,4222,70.0,0,0,0,Sconfitta,Civitanova Squidfishers
77,0,3,0,1,0,77.0,3,2,0,4222,4222,70.0,0,0,0,Vittoria,Pro Sud Gradinata
78,1,1,0,0,0,74.0,2,3,0,4411,4411,67.5,0,0,1,Sconfitta,S S Condom
79,0,1,0,0,0,78.5,3,1,0,4222,4222,69.5,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
80,0,1,1,0,0,77.5,2,1,0,352,352,70.5,0,0,0,Sconfitta,Tutankhamon Rotoloni Cigni
81,1,3,0,0,0,81.5,2,0,0,442,442,70.0,0,0,1,Vittoria,Bluefin FC
82,1,1,1,0,0,67.5,1,2,0,4312,4312,65.0,0,0,0,Sconfitta,Club Atletico De San Martin De Tucuman
83,2,1,0,0,0,88.0,6,0,0,4222,4222,70.0,0,0,0,Vittoria,Civitanova Squidfishers
84,2,1,0,0,0,66.5,1,1,0,352,352,64.5,0,0,0,Sconfitta,Pro Sud Gradinata
85,3,1,0,0,0,74.5,2,1,0,343,343,70.0,0,0,0,Vittoria,Overflow FC
86,2,0,0,0,0,70.0,1,1,1,4411,4411,66.5,0,0,1,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
87,0,1,0,0,0,82.5,4,2,0,352,352,71.5,0,0,0,Vittoria,Hyrule's Chickens
88,1,2,0,0,0,77.0,2,1,0,3412,3412,70.5,0,0,0,Sconfitta,The Okan
89,1,3,0,0,0,79.0,3,2,0,4312,4312,69.5,0,0,0,Vittoria,S S Condom
90,2,1,0,0,0,72.5,2,0,0,352,352,66.5,0,0,0,Vittoria,Overflow FC
91,1,0,0,0,0,68.5,0,0,1,4312,4312,66.5,0,0,1,Sconfitta,S S Condom
92,2,5,0,0,0,76.0,1,0,0,4312,4312,69.0,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
93,3,0,0,0,0,70.0,1,0,0,4231,4231,68.5,0,0,0,Sconfitta,Hyrule's Chickens
94,1,0,0,0,0,73.0,2,1,0,4222,4222,68.5,0,0,0,Sconfitta,Pro Sud Gradinata
95,2,1,0,0,0,75.0,3,4,0,4312,4312,70.0,0,0,0,Vittoria,Club Atletico De San Martin De Tucuman
96,2,1,0,0,0,74.5,2,1,0,4222,4222,69.5,0,0,0,Pareggio,Club Atletico Luigi Cadorna Milano 1896
97,1,2,0,0,0,75.5,2,2,0,4411,4411,70.0,0,0,0,Pareggio,Civitanova Squidfishers
98,1,1,0,0,0,73.5,2,2,0,352,352,69.0,0,0,0,Pareggio,The Okan
99,1,0,0,0,0,71.5,2,1,0,3421,3421,67.0,0,0,0,Pareggio,Bluefin FC
100,1,2,0,0,0,84.5,3,1,0,3412,3412,72.0,0,0,1,Vittoria,Club Atletico De San Martin De Tucuman
101,0,0,0,0,0,61.5,0,1,0,343,343,62.5,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
102,3,1,0,0,1,69.0,1,1,0,433,433,65.5,0,0,1,Sconfitta,Hyrule's Chickens
103,1,1,0,0,0,75.5,1,1,1,4222,4222,70.5,1,0,0,Vittoria,The Okan
104,1,4,1,0,0,74.0,1,3,0,352,352,69.5,0,0,0,Pareggio,Bluefin FC
105,1,1,0,0,0,75.5,2,1,1,4312,4312,70.5,0,0,0,Pareggio,Overflow FC
106,0,1,0,0,0,88.0,6,1,0,4222,4222,70.0,0,0,0,Vittoria,Civitanova Squidfishers
107,2,0,0,0,0,71.0,2,1,0,352,352,67.0,0,0,0,Sconfitta,Tutankhamon Rotoloni Cigni
108,0,1,0,0,0,78.5,2,2,0,3412,3412,70.5,0,0,1,Vittoria,S S Condom
109,0,0,0,0,0,69.5,1,0,0,4411,4411,66.5,0,0,0,Sconfitta,Pro Sud Gradinata
110,1,2,0,0,0,90.5,5,0,1,4312,4312,74.5,0,0,0,Vittoria,Overflow FC
111,1,1,0,0,0,67.0,0,0,0,4222,4222,66.5,0,0,0,Sconfitta,Hyrule's Chickens
112,1,1,0,0,0,83.0,4,1,0,4222,4222,71.5,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
113,1,0,0,0,0,67.0,0,1,0,4411,4411,68.5,0,0,0,Sconfitta,Club Atletico De San Martin De Tucuman
114,1,0,0,0,0,72.5,2,1,0,4411,4411,68.0,0,0,0,Pareggio,Pro Sud Gradinata
115,1,0,0,0,0,70.5,1,0,0,4312,4312,68.0,0,0,0,Pareggio,Club Atletico Luigi Cadorna Milano 1896
116,0,0,0,0,0,71.0,1,1,0,352,352,69.0,0,0,0,Pareggio,The Okan
117,0,2,0,0,0,72.0,0,1,0,4411,4411,71.0,0,0,0,Pareggio,Civitanova Squidfishers
118,0,1,0,0,0,65.0,0,0,0,4222,4222,64.0,0,0,0,Sconfitta,S S Condom
119,2,1,1,0,0,76.0,2,0,0,352,352,69.0,0,0,0,Vittoria,Bluefin FC
120,0,0,0,0,0,83.0,4,0,0,442,442,71.0,0,0,0,Vittoria,Club Atletico De San Martin De Tucuman
121,1,1,0,0,0,74.5,2,3,1,4411,4411,71.5,0,0,0,Sconfitta,The Okan
122,0,0,0,0,0,71.5,2,2,0,4312,4312,67.5,0,0,0,Vittoria,Hyrule's Chickens
123,2,0,1,0,0,68.0,1,1,0,4411,4411,66.0,0,0,0,Sconfitta,S S Condom
124,0,2,0,0,0,81.5,3,1,0,4312,4312,71.5,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
125,2,4,0,0,0,82.0,3,1,0,433,433,71.0,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
126,1,1,0,0,0,80.0,3,0,0,4222,4222,70.5,0,0,0,Vittoria,Bluefin FC
127,0,1,0,0,0,65.5,0,0,0,4411,4411,64.5,0,0,0,Sconfitta,Pro Sud Gradinata
128,1,0,0,0,0,84.0,4,1,0,3421,3421,70.5,1,0,0,Vittoria,Civitanova Squidfishers
129,0,2,0,0,0,72.5,1,1,2,4312,4312,69.5,0,0,0,Sconfitta,Overflow FC
130,0,1,0,0,0,72.0,1,0,0,442,442,68.0,0,0,0,Sconfitta,Overflow FC
131,1,1,0,0,0,82.0,3,0,0,4411,4411,72.5,0,0,0,Vittoria,Club Atletico De San Martin De Tucuman
132,1,1,0,0,0,71.5,1,0,0,4222,4222,68.0,0,0,0,Vittoria,Pro Sud Gradinata
133,1,2,0,0,0,69.5,1,3,0,343,343,68.0,0,0,0,Sconfitta,Tutankhamon Rotoloni Cigni
134,1,2,0,0,0,72.5,1,0,0,343,343,68.0,0,0,0,Sconfitta,Bluefin FC
135,1,1,0,0,0,78.0,3,1,0,433,433,69.5,0,0,0,Vittoria,Hyrule's Chickens
136,1,2,0,0,0,76.0,1,0,0,4231,4231,71.5,0,0,0,Sconfitta,The Okan
137,1,2,0,0,0,78.5,3,1,1,352,352,69.5,0,0,0,Vittoria,Club Atletico Luigi Cadorna Milano 1896
138,1,0,0,0,0,63.0,0,1,0,4411,4411,64.5,0,0,0,Sconfitta,S S Condom
139,2,0,0,0,0,77.5,2,0,0,4411,4411,69.5,0,0,1,Vittoria,Civitanova Squidfishers
140,1,0,0,0,0,82.5,4,3,1,4222,4222,71.5,0,0,1,Vittoria,Tutankhamon Rotoloni Cigni
141,0,1,0,0,0,70.5,1,1,1,4411,4411,68.0,0,0,0,Sconfitta,The Okan
142,1,2,0,0,0,68.0,0,0,0,442,442,66.5,0,0,0,Sconfitta,Club Atletico De San Martin De Tucuman
143,1,0,0,0,0,77.5,2,1,0,4411,4411,70.0,1,0,0,Vittoria,S S Condom
144,2,3,0,0,0,73.5,2,3,0,4222,4222,68.5,0,0,0,Vittoria,Hyrule's Chickens
145,1,0,0,0,0,65.5,1,3,0,4222,4222,66.0,0,0,0,Sconfitta,Pro Sud Gradinata
146,0,1,0,0,0,75.0,1,3,0,4411,4411,71.0,0,0,1,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
147,1,1,1,0,0,78.0,3,1,0,442,442,68.5,0,0,0,Vittoria,Overflow FC
148,0,1,0,0,0,71.5,0,0,0,343,343,70.5,0,0,0,Sconfitta,Civitanova Squidfishers
149,2,2,0,0,0,77.0,2,0,0,433,433,70.0,0,0,0,Vittoria,Bluefin FC
150,2,1,0,0,0,63.5,0,2,0,4222,4222,65.5,0,0,0,Sconfitta,Overflow FC
151,1,0,0,0,0,73.0,2,0,0,352,352,67.5,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
152,0,2,0,0,0,84.5,4,1,0,4231,4231,71.5,0,0,0,Vittoria,Pro Sud Gradinata
153,2,0,0,0,0,73.0,2,0,0,4411,4411,68.0,0,0,0,Sconfitta,The Okan
154,0,2,0,0,0,77.5,2,0,0,4222,4222,69.5,0,0,0,Pareggio,Hyrule's Chickens
155,3,1,0,0,0,75.0,2,1,0,442,442,67.5,0,0,1,Pareggio,Civitanova Squidfishers
156,0,0,1,0,0,84.5,4,0,0,4411,4411,71.5,0,0,0,Pareggio,Bluefin FC
157,2,1,1,0,0,82.0,2,0,0,4312,4312,72.0,0,0,1,Pareggio,Club Atletico De San Martin De Tucuman
158,2,1,0,0,0,79.0,3,0,0,4321,4321,70.0,0,0,0,Vittoria,S S Condom
159,0,0,0,0,0,65.0,1,2,2,352,352,65.0,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
160,0,1,0,0,0,85.5,4,0,0,4231,4231,72.5,0,0,0,Vittoria,Tutankhamon Rotoloni Cigni
161,2,0,0,0,0,71.0,1,0,0,4222,4222,69.0,0,0,0,Sconfitta,S S Condom
162,0,0,0,0,0,82.5,3,1,0,4312,4312,71.5,0,0,1,Vittoria,Club Atletico De San Martin De Tucuman
163,0,1,0,0,0,71.5,1,1,0,442,442,68.5,0,0,0,Sconfitta,Hyrule's Chickens
164,0,0,0,0,0,68.0,0,0,0,4222,4222,68.0,0,0,0,Sconfitta,Pro Sud Gradinata
165,2,1,0,0,0,73.5,2,1,0,4222,4222,68.5,0,0,0,Vittoria,Civitanova Squidfishers
166,2,2,0,0,0,69.5,0,0,0,4222,4222,68.5,0,0,0,Sconfitta,Club Atletico Luigi Cadorna Milano 1896
167,1,1,1,0,0,71.0,1,1,0,352,352,67.5,0,0,0,Vittoria,Bluefin FC
168,1,1,0,0,0,77.0,2,0,0,343,343,70.5,0,0,0,Vittoria,The Okan
169,1,0,0,0,0,58.0,0,0,1,4222,4222,59.0,0,0,0,Sconfitta,Overflow FC
170,2,1,1,0,0,71.5,2,0,2,433,433,65.5,0,0,0,Sconfitta,Overflow FC
171,0,0,0,0,0,75.5,2,1,0,3421,3421,70.5,0,0,0,Vittoria,Pro Sud Gradinata
172,0,1,0,0,0,77.0,2,0,1,4411,4411,70.5,0,0,0,Pareggio,Hyrule's Chickens
173,0,0,0,0,0,75.0,1,0,0,4222,4222,69.0,1,0,0,Pareggio,Club Atletico Luigi Cadorna Milano 1896
174,4,3,1,0,0,75.0,1,0,0,4411,4411,70.0,0,0,0,Vittoria,Bluefin FC
175,1,4,0,0,0,71.5,0,2,0,4312,4312,70.0,0,0,0,Sconfitta,Tutankhamon Rotoloni Cigni
176,0,2,0,0,0,74.0,1,2,0,343,343,71.0,0,0,0,Sconfitta,Civitanova Squidfishers
177,0,1,0,0,0,84.0,4,1,0,442,442,72.0,0,0,0,Vittoria,Club Atletico De San Martin De Tucuman
178,1,0,0,0,0,80.0,5,3,3,3412,3412,70.0,0,0,0,Vittoria,S S Condom
179,1,2,0,0,0,68.5,0,0,0,3421,3421,67.0,0,0,0,Sconfitta,The Okan
