,Ammonizione casa,Ammonizione fuori casa,Assist casa,Assist da fermo casa,Assist da fermo fuori casa,Assist fuori casa,Autorete casa,Autorete fuori casa,Espulsione casa,Espulsione fuori casa,Fantapunti casa,Fantapunti fuori casa,Goal casa,Goal fuori casa,Goal subito casa,Goal subito fuori casa,Malus casa,Malus fuori casa,Modulo applicato casa,Modulo applicato fuori casa,Modulo casa,Modulo fuori casa,Punti casa,Punti fuori casa,Rigore parato casa,Rigore parato fuori casa,Rigore sbagliato casa,Rigore sbagliato fuori casa,Rigore segnato casa,Rigore segnato fuori casa,Risultato,Risultato casa,Risultato fuori casa,Squadra casa,Squadra fuori casa
55,3,0,1,0,1,2,0,0,0,1,67.0,70.5,1,2,0,0,0,0,343,343,343,343,64.5,62.5,0,0,0,0,0,0,1-2,Sconfitta,Vittoria,AC Vostra,SS Condom
56,2,0,1,0,0,2,0,0,0,0,66.0,68.5,1,0,0,2,0,0,343,433,343,433,63.0,68.5,0,0,0,0,0,0,1-1,Pareggio,Pareggio,Varese Primavera,Civitanova Squidfishers
57,1,1,1,0,0,0,0,0,0,0,76.0,67.5,3,1,1,1,0,0,343,442,343,442,64.5,66.0,1,0,0,0,0,0,3-1,Vittoria,Sconfitta,FK Qarabaq,Overflow FC
58,1,1,3,0,0,0,0,0,0,0,76.5,70.0,4,2,1,3,0,0,343,343,343,343,63.0,67.5,0,0,0,0,0,0,3-2,Vittoria,Sconfitta,Sbronzi di Riace,Pro Sud Gradinata
59,4,1,1,0,0,1,0,0,0,0,72.5,70.0,2,2,0,1,0,0,343,433,343,433,67.5,64.5,0,0,0,0,0,0,2-2,Pareggio,Pareggio,Bluefin FC,FC Elektrosila Skingrad
60,2,1,2,0,0,0,0,0,0,0,69.5,69.0,0,3,0,2,0,0,343,343,343,343,68.5,62.5,0,0,0,0,0,0,1-1,Pareggio,Pareggio,FC Elektrosila Skingrad,AC Vostra
61,2,2,1,0,0,1,1,0,0,0,61.5,64.0,0,1,1,1,0,0,433,343,433,343,65.5,62.0,0,0,0,0,0,0,0-0,Pareggio,Pareggio,Civitanova Squidfishers,Sbronzi di Riace
62,4,1,0,0,0,2,0,0,0,0,74.0,69.5,3,1,0,2,0,0,343,343,343,343,67.0,67.0,0,0,0,0,0,0,3-1,Vittoria,Sconfitta,SS Condom,Varese Primavera
63,1,4,0,0,0,1,0,0,0,0,68.0,70.5,1,2,1,0,0,0,343,343,343,343,66.5,65.5,0,0,0,0,0,0,1-2,Sconfitta,Vittoria,Pro Sud Gradinata,FK Qarabaq
64,0,1,0,0,0,1,0,0,0,1,66.0,60.5,1,0,0,3,0,0,442,343,442,343,66.0,64.0,0,0,1,0,0,0,1-0,Vittoria,Sconfitta,Overflow FC,Bluefin FC
65,3,0,0,0,0,0,0,0,0,0,66.5,79.5,1,3,0,1,0,0,343,352,343,352,65.0,68.5,0,0,0,0,0,1,1-4,Sconfitta,Vittoria,AC Vostra,Overflow FC
66,2,2,1,0,1,2,0,0,0,0,62.5,68.0,0,0,0,1,0,0,343,343,343,343,65.5,67.0,0,0,1,0,0,0,0-1,Sconfitta,Vittoria,Varese Primavera,FC Elektrosila Skingrad
67,1,2,1,0,0,0,0,0,0,0,67.0,65.0,1,0,3,0,0,0,343,352,343,352,66.5,63.0,0,0,0,0,0,1,1-0,Vittoria,Sconfitta,Civitanova Squidfishers,SS Condom
68,1,1,1,0,0,0,0,0,1,0,58.0,76.0,0,3,3,0,0,0,343,343,343,343,61.5,67.5,0,0,0,0,0,0,0-3,Sconfitta,Vittoria,Sbronzi di Riace,FK Qarabaq
69,2,2,4,0,0,0,0,0,0,0,69.5,70.0,2,2,3,0,0,0,442,343,442,343,66.5,65.0,0,0,1,0,0,0,1-2,Sconfitta,Vittoria,Bluefin FC,Pro Sud Gradinata
70,1,1,1,0,0,0,0,0,0,1,68.5,60.5,2,0,3,2,0,0,352,433,352,433,65.0,64.0,0,0,0,0,0,0,1-0,Vittoria,Sconfitta,FC Elektrosila Skingrad,Civitanova Squidfishers
71,1,2,1,0,0,0,0,0,0,0,81.5,58.5,4,0,0,2,0,0,352,343,352,343,69.0,61.5,0,0,0,0,0,0,4-0,Vittoria,Sconfitta,SS Condom,Sbronzi di Riace
72,1,1,0,0,0,3,0,0,0,0,67.0,77.0,2,2,1,1,0,0,343,442,343,442,65.5,69.5,0,0,1,0,0,0,1-3,Sconfitta,Vittoria,FK Qarabaq,Bluefin FC
73,2,2,0,1,1,0,0,0,1,0,75.5,72.0,1,1,0,0,0,0,343,343,343,343,67.5,66.0,1,0,0,0,1,1,3-2,Vittoria,Sconfitta,Pro Sud Gradinata,AC Vostra
74,1,2,1,0,0,2,0,0,0,0,69.5,75.0,3,2,2,0,0,0,352,343,352,343,62.0,68.0,0,0,0,0,0,0,1-3,Sconfitta,Vittoria,Overflow FC,Varese Primavera
75,1,2,1,0,0,0,0,0,0,0,70.5,63.0,1,0,1,1,0,0,343,343,343,343,65.0,65.0,0,0,0,0,1,0,2-0,Vittoria,Sconfitta,AC Vostra,FK Qarabaq
76,2,0,1,0,0,0,0,0,0,0,65.0,69.5,0,1,0,1,0,0,343,433,343,433,65.0,67.5,0,0,0,0,0,0,0-1,Sconfitta,Vittoria,Varese Primavera,Pro Sud Gradinata
77,1,1,0,0,0,0,0,0,0,0,70.5,69.5,1,1,1,0,0,0,442,352,442,352,69.0,67.0,0,0,0,0,0,0,2-1,Vittoria,Sconfitta,Civitanova Squidfishers,Overflow FC
78,3,2,2,0,0,0,0,0,0,0,70.0,76.0,1,3,1,1,0,0,352,451,352,451,67.5,69.0,0,0,0,0,0,0,2-3,Sconfitta,Vittoria,SS Condom,FC Elektrosila Skingrad
79,1,1,0,0,0,2,0,0,0,0,67.0,68.5,1,0,0,0,0,0,343,433,343,433,64.5,67.0,0,0,0,0,0,0,1-1,Pareggio,Pareggio,Sbronzi di Riace,Bluefin FC
80,4,2,0,0,0,0,0,0,0,0,77.5,60.5,3,0,2,0,0,0,343,343,343,343,69.5,61.5,0,0,0,0,1,0,3-0,Vittoria,Sconfitta,FK Qarabaq,Varese Primavera
81,2,2,0,0,0,2,0,0,0,0,72.0,66.0,1,0,0,1,0,0,343,451,343,451,67.0,66.0,1,0,0,0,0,0,2-1,Vittoria,Sconfitta,Sbronzi di Riace,FC Elektrosila Skingrad
82,0,1,0,0,0,1,0,0,0,0,81.5,74.0,5,2,2,1,0,0,343,343,343,343,68.5,68.5,0,0,0,0,0,0,4-3,Vittoria,Sconfitta,Bluefin FC,AC Vostra
83,2,1,0,0,0,3,0,0,0,0,67.0,68.0,1,0,1,0,0,0,343,433,343,433,66.0,65.5,0,0,0,0,0,0,1-1,Pareggio,Pareggio,Pro Sud Gradinata,Civitanova Squidfishers
84,2,0,3,0,0,0,0,0,0,0,74.5,79.0,1,3,0,0,0,0,442,343,442,343,69.5,70.0,0,0,0,0,0,0,3-4,Sconfitta,Vittoria,Overflow FC,SS Condom
